2016,4,14,0,0,12.9,78
2016,10,11,10,960,16.4,68
2016,10,11,11,1082,17.3,65
2016,10,11,11,1178,18,63
2016,10,11,12,1250,18.6,60
2016,10,11,12,1294,19.2,58
2016,10,11,13,1309,19.9,56
2016,10,11,13,1297,20.6,54
2016,10,11,14,1260,20.9,53
2016,10,11,14,1191,21.5,50
2016,10,11,15,1113,22,48
2016,10,11,15,903,22.3,48
2016,10,11,16,654,21.5,51
2016,10,11,16,538,21.1,52
2016,10,11,17,376,19.8,56
2016,10,11,17,334,19.2,58
2016,10,11,18,170,18.1,62
2016,10,11,18,37,17,67
2016,10,11,19,0,16.2,72
2016,10,11,19,0,15.9,73
2016,10,11,20,0,14.9,73
2016,10,11,20,0,14.4,75
2016,10,11,21,0,14.2,76
2016,10,11,21,0,13.7,78
2016,10,11,22,0,13.5,79
2016,10,11,22,0,13,81
2016,10,11,23,0,13,83
2016,10,11,23,0,13.3,81
2016,10,31,0,0,13.2,95
2016,10,31,0,0,13.1,96
2016,10,31,1,0,13,95
2016,10,31,1,0,13.5,95
2016,10,31,2,0,13,95
2016,10,31,2,0,10.9,97
2016,10,31,3,0,10.7,99
2016,10,31,3,0,10.7,99
2016,10,31,4,0,11.9,99
2016,10,31,4,0,10.5,99
2016,10,31,5,0,11.3,100
2016,10,31,5,0,11.1,99
2016,10,31,6,0,10.1,100
2016,10,31,6,0,10.1,100
2016,10,31,7,0,9.7,101
2016,10,31,7,2,9.7,101
2016,10,31,8,44,10.1,101
2016,10,31,8,200,11,101
2016,10,31,9,374,12.5,101
2016,10,31,9,544,13.7,100
2016,10,31,10,692,14.8,96
2016,10,31,10,735,16,83
2016,10,31,11,769,16.2,79
2016,10,31,11,391,15.8,79
2016,10,31,12,562,16.2,77
2016,10,31,12,653,16.9,72
2016,10,31,13,1061,17.7,69
2016,10,31,13,990,18,64
2016,10,31,14,671,17.9,64
2016,10,31,14,683,18.1,61
2016,10,31,15,513,18,60
2016,10,31,15,348,17.9,62
2016,10,31,16,389,18.1,61
2016,10,31,16,254,17.9,61
2016,10,31,17,78,17,66
2016,10,31,17,28,16.4,72
2016,10,31,18,12,14.8,83
2016,10,31,18,0,14.6,88
2016,10,31,19,0,14.5,88
2016,10,31,19,0,14.3,89
2016,10,31,20,0,14.5,87
2016,10,31,20,0,14.7,85
2016,10,31,21,0,14.2,90
2016,10,31,21,0,13.9,92
2016,10,31,22,0,13.6,96
2016,10,31,22,0,13.8,96
2016,10,31,23,0,13.8,95
2016,10,31,23,0,13.9,94
2016,12,19,0,0,-0.3,95
2016,12,19,0,0,0.2,95
2016,12,19,1,0,-0.9,95
2016,12,19,1,0,-0.7,93
2016,12,19,2,0,-1.5,95
2016,12,19,2,0,-1.1,96
2016,12,19,3,0,-0.3,97
2016,12,19,3,0,-2.4,95
2016,12,19,4,0,-1.9,96
2016,12,19,4,0,-2.4,98
2016,12,19,5,0,-1.8,98
2016,12,19,5,0,-0.8,95
2016,12,19,6,0,-2,96
2016,12,19,6,0,-2.2,97
2016,12,19,7,0,-1.4,95
2016,12,19,7,0,-1.5,97
2016,12,19,8,0.1,-2.4,97
2016,12,19,8,14.7,-2.4,99
2016,12,19,9,98.1,-1.8,99
2016,12,19,9,186.2,0.8,93
2016,12,19,10,281.8,1.9,83
2016,12,19,10,421.9,3.1,79
2016,12,19,11,517.3,4.2,79
2016,12,19,11,612.7,6.2,72
2016,12,19,12,553,7.8,64
2016,12,19,12,660.2,8.8,61
2016,12,19,13,697.1,9.2,62
2016,12,19,13,383.2,8.9,65
2016,12,19,14,670.6,9.7,61
2016,12,19,14,625.5,10.1,60
2016,12,19,15,568.1,10.6,58
2016,12,19,15,531.1,11.3,55
2016,12,19,16,438.9,11.5,53
2016,12,19,16,318,11.3,55
2016,12,19,17,141.8,10,61
2016,12,19,17,41.2,8.1,71
2016,12,19,18,5.6,6.3,77
2016,12,19,18,0,5.4,80
2016,12,19,19,0,3.9,86
2016,12,19,19,0,4.5,81
2016,12,19,20,0,3.8,80
2016,12,19,20,0,4.5,80
2016,12,19,21,0,1.6,88
2016,12,19,21,0,3.4,89
2016,12,19,22,0,2.1,90
2016,12,19,22,0,2.3,91
2016,12,19,23,0,1.4,92
2016,12,19,23,0,1.3,91
2017,1,26,0,0,6.2,96
2017,1,26,0,0,5.9,96
2017,1,26,1,0,5.6,96
2017,1,26,1,0,5.3,98
2017,1,26,2,0,5.2,99
2017,1,26,2,0,5.4,99
2017,1,26,3,0,5.4,99
2017,1,26,3,0,5,99
2017,1,26,4,0,4.7,99
2017,1,26,4,0,4,99
2017,1,26,5,0,4.5,100
2017,1,26,5,0,3.8,100
2017,1,26,6,0,4.4,100
2017,1,26,6,0,4.4,99
2017,1,26,7,0,4,100
2017,1,26,7,0,4.4,100
2017,1,26,8,0,4.5,100
2017,1,26,8,6,4.1,99
2017,1,26,9,25,3.7,100
2017,1,26,9,212,4.5,100
2017,1,26,10,362,7,96
2017,1,26,10,514,8.5,82
2017,1,26,11,468,9.3,79
2017,1,26,11,687,10.2,74
2017,1,26,12,403,11,70
2017,1,26,12,810,11.5,68
2017,1,26,13,886,12.9,60
2017,1,26,13,882,12.5,63
2017,1,26,14,885,14,53
2017,1,26,14,842,13.9,53
2017,1,26,15,757,13.5,56
2017,1,26,15,522,14.1,51
2017,1,26,16,574,13.7,56
2017,1,26,16,466,13.8,54
2017,1,26,17,345,13.8,54
2017,1,26,17,215,13.7,55
2017,1,26,18,85,13.5,56
2017,1,26,18,11,10.9,70
2017,1,26,19,0,9.8,73
2017,1,26,19,0,7.1,82
2017,1,26,20,0,6.1,84
2017,1,26,20,0,5,87
2017,1,26,21,0,6.7,88
2017,1,26,21,0,5.4,93
2017,1,26,22,0,5.4,92
2017,1,26,22,0,4.7,90
2017,1,26,23,0,4.3,93
2017,1,26,23,0,5.3,89
2017,2,28,0,0,5.4,91
2017,2,28,0,0,5.2,91
2017,2,28,1,0,5.6,89
2017,2,28,1,0,5.5,87
2017,2,28,2,0,4.5,90
2017,2,28,2,0,4.6,90
2017,2,28,3,0,4.5,89
2017,2,28,3,0,4.1,91
2017,2,28,4,0,4.6,89
2017,2,28,4,0,4.3,88
2017,2,28,5,0,4,89
2017,2,28,5,0,4.2,90
2017,2,28,6,0,4.2,90
2017,2,28,6,0,4.5,86
2017,2,28,7,0,4.1,87
2017,2,28,7,0,3.4,91
2017,2,28,8,29,3.9,89
2017,2,28,8,153,5.6,86
2017,2,28,9,317,6.8,77
2017,2,28,9,88,7.8,71
2017,2,28,10,654,9,64
2017,2,28,10,819,10,60
2017,2,28,11,932,10.7,61
2017,2,28,11,1066,11.3,55
2017,2,28,12,888,11.6,50
2017,2,28,12,1218,12.3,52
2017,2,28,13,1258,12.7,52
2017,2,28,13,1265,13.1,50
2017,2,28,14,1247,13.5,46
2017,2,28,14,1207,13.9,44
2017,2,28,15,1136,14.1,42
2017,2,28,15,1039,14.4,41
2017,2,28,16,921,14.7,39
2017,2,28,16,775,14.7,36
2017,2,28,17,441,14.7,35
2017,2,28,17,206,14.6,35
2017,2,28,18,260,14.4,39
2017,2,28,18,122,12.9,60
2017,2,28,19,21,11.3,68
2017,2,28,19,0,9.9,76
2017,2,28,20,0,9.1,80
2017,2,28,20,0,8.5,83
2017,2,28,21,0,8.3,84
2017,2,28,21,0,7.7,87
2017,2,28,22,0,7.3,89
2017,2,28,22,0,6.8,91
2017,2,28,23,0,6.8,92
2017,2,28,23,0,6.1,93
2017,4,4,0,0,12,70
2017,4,4,0,0,11.3,74
2017,4,4,1,0,11.1,74
2017,4,4,1,0,11.3,76
2017,4,4,2,0,10.9,77
2017,4,4,2,0,11.3,77
2017,4,4,3,0,10.8,80
2017,4,4,3,0,11.2,86
2017,4,4,4,0,11.3,85
2017,4,4,4,0,11,86
2017,4,4,5,0,11.4,84
2017,4,4,5,0,11.3,82
2017,4,4,6,0,11.1,84
2017,4,4,6,0,11.2,84
2017,4,4,7,20,11.7,85
2017,4,4,7,88,12.1,86
2017,4,4,8,151,12.5,85
2017,4,4,8,338,13.5,79
2017,4,4,9,588,14.8,73
2017,4,4,9,834,14.9,72
2017,4,4,10,925,15.8,68
2017,4,4,10,1006,16.9,61
2017,4,4,11,1130,17.9,56
2017,4,4,11,1259,18.7,53
2017,4,4,12,1422,19.6,48
2017,4,4,12,1488,20.7,46
2017,4,4,13,1510,21.4,44
2017,4,4,13,1431,22.1,39
2017,4,4,14,1186,21.8,40
2017,4,4,14,1107,22,42
2017,4,4,15,861,22.2,38
2017,4,4,15,804,22.2,37
2017,4,4,16,690,22.5,34
2017,4,4,16,413,22.1,42
2017,4,4,17,372,21.7,45
2017,4,4,17,266,20.5,55
2017,4,4,18,116,18.4,59
2017,4,4,18,52,17.2,61
2017,4,4,19,31,16.7,60
2017,4,4,19,2,15.5,62
2017,4,4,20,0,15,60
2017,4,4,20,0,14.9,60
2017,4,4,21,0,14,66
2017,4,4,21,0,13.4,61
2017,4,4,22,0,13.5,57
2017,4,4,22,0,13.2,55
2017,4,4,23,0,12.3,60
2017,4,4,23,0,13,59
2017,4,27,0,7,11.7,98
2017,4,27,0,7,11.9,98
2017,4,27,1,7,12,97
2017,4,27,1,7,11.7,97
2017,4,27,2,7,11.5,98
2017,4,27,2,6,11.4,98
2017,4,27,3,6,11.3,97
2017,4,27,3,6,11.4,97
2017,4,27,4,6,11.5,97
2017,4,27,4,6,11.4,96
2017,4,27,5,6,11.2,97
2017,4,27,5,7,10.7,97
2017,4,27,6,7,10.4,97
2017,4,27,6,25,10.4,97
2017,4,27,7,140,10.6,96
2017,4,27,7,296,11.7,94
2017,4,27,8,374,13,89
2017,4,27,8,555,14,83
2017,4,27,9,846,15.3,73
2017,4,27,9,868,16.9,66
2017,4,27,10,1190,17.2,67
2017,4,27,10,1284,17.8,63
2017,4,27,11,1422,18.5,63
2017,4,27,11,1518,18.8,63
2017,4,27,12,1588,19.5,61
2017,4,27,12,1640,20.2,57
2017,4,27,13,1664,21,53
2017,4,27,13,1667,21.8,48
2017,4,27,14,1579,22.2,46
2017,4,27,14,1593,22,48
2017,4,27,15,1483,22.3,44
2017,4,27,15,1369,22.1,45
2017,4,27,16,1226,21.8,46
2017,4,27,16,1117,21.4,46
2017,4,27,17,992,21.2,49
2017,4,27,17,806,20.3,54
2017,4,27,18,624,19.6,53
2017,4,27,18,437,18.8,56
2017,4,27,19,265,18.1,58
2017,4,27,19,117,16.8,61
2017,4,27,20,31,15,66
2017,4,27,20,16,14.5,69
2017,4,27,21,15,14.2,69
2017,4,27,21,15,13.8,69
2017,4,27,22,14,13.5,69
2017,4,27,22,14,13.6,66
2017,4,27,23,14,13.2,67
2017,4,27,23,13,12.3,71
2017,5,9,0,0,14.1,78
2017,5,9,0,0,14,78
2017,5,9,1,0,13.6,82
2017,5,9,1,0,13.8,79
2017,5,9,2,0,13.7,80
2017,5,9,2,0,12.9,86
2017,5,9,3,0,12.8,87
2017,5,9,3,0,12.7,88
2017,5,9,4,0,12.5,88
2017,5,9,4,0,12.9,87
2017,5,9,5,0,13,86
2017,5,9,5,0,12.8,88
2017,5,9,6,14,12.7,88
2017,5,9,6,119,13.1,87
2017,5,9,7,274,15.4,83
2017,5,9,7,364,16.1,80
2017,5,9,8,761,17.4,77
2017,5,9,8,850,18.7,71
2017,5,9,9,1042,19.5,67
2017,5,9,9,1080,20.6,64
2017,5,9,10,1242,21.6,62
2017,5,9,10,1357,22.2,60
2017,5,9,11,1462,22.7,58
2017,5,9,11,1540,23.6,55
2017,5,9,12,1590,24,52
2017,5,9,12,1624,24.5,50
2017,5,9,13,1637,25.5,48
2017,5,9,13,1621,26.6,44
2017,5,9,14,1577,27.5,40
2017,5,9,14,1521,27.8,35
2017,5,9,15,1430,27.9,41
2017,5,9,15,1320,28.2,41
2017,5,9,16,1187,28.1,44
2017,5,9,16,1042,27.6,44
2017,5,9,17,884,27.4,40
2017,5,9,17,717,27.1,40
2017,5,9,18,542,26,42
2017,5,9,18,366,25,45
2017,5,9,19,206,23,50
2017,5,9,19,73,20.4,58
2017,5,9,20,9,18.2,64
2017,5,9,20,0,17.1,66
2017,5,9,21,0,16.3,69
2017,5,9,21,0,15.4,74
2017,5,9,22,0,14.8,76
2017,5,9,22,0,13.7,81
2017,5,9,23,0,12.7,87
2017,5,9,23,0,12.4,87
2017,6,16,0,0,20,65
2017,6,16,0,0,19.5,68
2017,6,16,1,0,19.4,68
2017,6,16,1,0,19.1,69
2017,6,16,2,0,19.3,68
2017,6,16,2,0,19.1,69
2017,6,16,3,0,18.9,69
2017,6,16,3,0,18.3,73
2017,6,16,4,0,18.4,74
2017,6,16,4,0,18.2,75
2017,6,16,5,0,17.7,78
2017,6,16,5,4,17.5,79
2017,6,16,6,19,17.6,79
2017,6,16,6,111,17.9,79
2017,6,16,7,331,19.5,73
2017,6,16,7,498,20.5,70
2017,6,16,8,670,22,66
2017,6,16,8,838,23.2,64
2017,6,16,9,998,24.6,61
2017,6,16,9,1145,26,56
2017,6,16,10,1279,26.8,54
2017,6,16,10,1394,27.9,52
2017,6,16,11,1490,28.3,50
2017,6,16,11,1566,29.1,47
2017,6,16,12,1620,30.2,44
2017,6,16,12,1622,30.6,43
2017,6,16,13,1662,31.6,41
2017,6,16,13,1650,32.7,40
2017,6,16,14,1616,32.6,40
2017,6,16,14,1563,33,38
2017,6,16,15,1529,32.9,37
2017,6,16,15,1442,32.6,37
2017,6,16,16,1277,32.5,37
2017,6,16,16,1146,32.4,37
2017,6,16,17,999,32,38
2017,6,16,17,841,31.9,38
2017,6,16,18,676,31.8,38
2017,6,16,18,508,31.2,40
2017,6,16,19,344,30.4,42
2017,6,16,19,196,29.4,45
2017,6,16,20,61,28.4,47
2017,6,16,20,4,26.7,52
2017,6,16,21,0,26.2,52
2017,6,16,21,0,25.9,52
2017,6,16,22,0,24.7,55
2017,6,16,22,0,24.1,57
2017,6,16,23,0,23.9,58
2017,6,16,23,0,24.1,55
